text,link,depth
Reading and updating your database in free language,https://www.ai21.com/blog/harambee-case-study,8
"Language models are closed boxes which you can use, but not change. However, in many practical cases you would want to use the power of a language model to analyze information you possess - the supplies in your store, your company’s payroll, the grades in your school and more. Jurassic-X can connect to your databases so that you can ‘talk’ to your data to explore what you need-  “Find the cheapest Shampoo that has a rosy smell”, “Which computing stock increased the most in the last week?” and more. Furthermore, our system also enables joining several databases, and has the ability to update your database using free language (see figure below).",https://www.ai21.com/blog/harambee-case-study,8
"Jurassic-X enables you to plug in YOUR company's database (inventories, salary sheets, etc.) and extract information using free language",https://www.ai21.com/blog/harambee-case-study,7
AI-assisted text generation on current affairs,https://www.ai21.com/blog/harambee-case-study,8
"Language models can generate text, yet can not be used to create text on current affairs, because their vast knowledge (historic dates, world leaders and more) represents the world as it was when they were trained. This is clearly (and somewhat embarrassingly) demonstrated when three of the world’s leading language models (including our own Jurassic-1) still claim Donald Trump is the US president more than a year after Joe Biden was sworn into office. Jurassic-X solves this problem by simply plugging into resources such as Wikidata, providing it with continuous access to up-to-date knowledge. This opens up a new avenue for AI-assisted text generation on current affairs.",https://www.ai21.com/blog/harambee-case-study,8
Who is the president of the United States?,https://www.ai21.com/blog/harambee-case-study,7
Donald Trump,https://www.ai21.com/blog/harambee-case-study,10
Donald Trump,https://www.ai21.com/blog/harambee-case-study,10
Donald Trump,https://www.ai21.com/blog/harambee-case-study,10
Joe Biden,https://www.ai21.com/blog/harambee-case-study,10
Joe Biden is the,https://www.ai21.com/blog/harambee-case-study,10
46th and current,https://www.ai21.com/blog/harambee-case-study,10
Jurassic-X can assist in text generation on up-to-date events by combining a powerful language model with access to Wikidata,https://www.ai21.com/blog/harambee-case-study,7
Performing math operations,https://www.ai21.com/blog/harambee-case-study,8
"A 6 year old child learns math from rules, not only by memorizing examples. In contrast, language models are designed to learn from examples, and consequently are able to solve very basic math like 1-, 2-, and possibly 3- digit addition, but struggle with anything more complex. With increased training time, better data and larger models, the performance will improve, but will not reach the robustness of an HP calculator from the 1970s. Jurassic-X takes a different approach and calls upon a calculator whenever a math problem is identified by the router. The problem can be phrased in natural language and is converted by the language model to the format required by the calculator (numbers and math operations). The computation is performed and the answer is converted back into free language. Importantly (see example below) the process is made transparent to the user by revealing the computation performed, thus increasing the trust in the system. In contrast, language models provide answers which might seem reasonable, but are wrong, making them impractical to use.",https://www.ai21.com/blog/harambee-case-study,8
The company had 655400 shares which they divided equally among 94 employees. How many did each employee get?,https://www.ai21.com/blog/harambee-case-study,7
Generating More Data Using AI21 Studio,https://docs.ai21.com/docs/tips-tricks,16
Tips: Building a Dataset,https://docs.ai21.com/docs/tips-tricks,16
Train a Custom Model,https://docs.ai21.com/docs/tips-tricks,14
Tips: Training a Custom Model,https://docs.ai21.com/docs/tips-tricks,16
Query your Custom Model,https://docs.ai21.com/docs/tips-tricks,14
Working with amazon sagemaker,https://docs.ai21.com/docs/tips-tricks,10
Python SDK - with Amazon SageMaker,https://docs.ai21.com/docs/tips-tricks,14
Choosing the Right Instance Type,https://docs.ai21.com/docs/tips-tricks,14
Responsible Use,https://docs.ai21.com/docs/tips-tricks,14
Safety Research,https://docs.ai21.com/docs/tips-tricks,14
Tips: Training a Custom Model,https://docs.ai21.com/docs/tips-tricks,11
"Don't jump right into training a model. The playground exists for a reason, so try out different prompt structures to see what works best for you. Found it? Use this exact structure to train your model.",https://docs.ai21.com/docs/tips-tricks,12
Start with a few-shot prompt.,https://docs.ai21.com/docs/tips-tricks,13
Test the different models on the playground before choosing what to train on.,https://docs.ai21.com/docs/tips-tricks,12
"In cases of complex tasks, we recommend training several versions on smaller parts of your dataset to root out any problems in the data (that cannot be identified by few-shots alone), as well as setting the correct hyperparameters.",https://docs.ai21.com/docs/tips-tricks,12
"Model training is not a one-time affair, but an iterative process.",https://docs.ai21.com/docs/tips-tricks,13
"We selected the default hyperparameters after testing several benchmarks and choosing those that gave optimal results across the board. Nevertheless, if your trained model doesn't work as expected, you may want to train another version with different hyperparameters.",https://docs.ai21.com/docs/tips-tricks,12
Sometimes custom models work better when fed a few-shot prompt. Be sure to perform some calls with few-shot prompts when testing your trained model.,https://docs.ai21.com/docs/tips-tricks,12
"There is no guarantee that more epochs will provide a better result. From our experience, this is especially true when you want your model to generate expressive and diverse content. A relatively short training will help retain J-1’s original abilities. Longer training will provide a model that behaves more like the data in your dataset (for good or bad).",https://docs.ai21.com/docs/tips-tricks,12
", so if the data has biases, the model will learn the bias. For example, if most of your data begins with the words “I think that”, then the model will learn to give high probability for these words. This can help in debugging the model, so look at the probabilities (using alternative tokens) to understand the biases in the data.",https://docs.ai21.com/docs/tips-tricks,12
The model reflects the data,https://docs.ai21.com/docs/tips-tricks,13
"For classification tasks, try to balance the data, meaning an equal number of examples for each class.",https://docs.ai21.com/docs/tips-tricks,12
Updated 3 months ago,https://docs.ai21.com/docs/tips-tricks,11
Latest Articles - Announcements,https://www.ai21.com/category/announcements,3
AI21 Studio,https://www.ai21.com/category/announcements,11
Wordtune Read,https://www.ai21.com/category/announcements,11
Ask RBG,https://www.ai21.com/category/announcements,11
Start building,https://www.ai21.com/category/announcements,8
All Categories,https://www.ai21.com/category/announcements,8
Case study,https://www.ai21.com/category/announcements,11
Blog posts,https://www.ai21.com/category/announcements,11
"AI21 Labs partners with Amazon to offer top-performing, easily accessible foundation models",https://www.ai21.com/category/announcements,10
"AI21 Labs is extremely proud to announce a new strategic partnership with Amazon’s Bedrock, a new service offering customers an accessible way to build generative AI-powered apps via pre-trained models.",https://www.ai21.com/category/announcements,11
Announcing Jurassic-2 and Task-Specific APIs,https://www.ai21.com/category/announcements,10
Email Protection | Cloudflare,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,3
Please enable cookies.,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,4
Email Protection,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,6
You are unable to access this email address,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,7
The website from which you got to this page is protected by Cloudflare. Email addresses on that page have been hidden in order to keep them from being accessed by malicious bots. You must enable Javascript in your browser in order to decode the e-mail address.,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,8
"If you have a website and are interested in protecting it in a similar way, you can sign up for Cloudflare.",https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,8
How does Cloudflare protect email addresses on website from spammers?,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,13
Can I sign up for Cloudflare?,https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,13
"Cloudflare Ray ID: 7c888caf9ade4bc5
    •
    
      Your IP:
      Click to reveal
      70.30.86.163
      •
    
    Performance & security by Cloudflare",https://docs.ai21.com/cdn-cgi/l/email-protection#d2a1b3b4b7a6ab92b3bbe0e3fcb1bdbf,6
AI21 Studio,https://www.ai21.com/blog/current-state-of-ai,10
Wordtune Read,https://www.ai21.com/blog/current-state-of-ai,10
Ask RBG,https://www.ai21.com/blog/current-state-of-ai,10
Start building,https://www.ai21.com/blog/current-state-of-ai,7
Current state of AI - challenges and opportunities,https://www.ai21.com/blog/current-state-of-ai,6
"Yoav Shoham, AI21 Lab's co-founder & professor emeritus of Stanford University, walks us through the the current state of AI landscape.",https://www.ai21.com/blog/current-state-of-ai,6
Watch here,https://www.ai21.com/blog/current-state-of-ai,7
 ,https://www.ai21.com/blog/current-state-of-ai,6
ABOUT THE AUTHOR,https://www.ai21.com/blog/current-state-of-ai,6
Professor Yoav Shoham,https://www.ai21.com/blog/current-state-of-ai,7
Enjoyed this?,https://www.ai21.com/blog/current-state-of-ai,6
Stay up to date with the latest research and updates from AI21 Labs.,https://www.ai21.com/blog/current-state-of-ai,6
Thank you! Your submission has been received!,https://www.ai21.com/blog/current-state-of-ai,8
Oops! Something went wrong while submitting the form.,https://www.ai21.com/blog/current-state-of-ai,8
Back to Blog,https://www.ai21.com/blog/current-state-of-ai,10
Clinton was elected president in the 1992 presidential elections…,https://www.ai21.com/blog/easyway-case-study,10
Bill Clinton was elected president.,https://www.ai21.com/blog/easyway-case-study,10
"Jurassic-X is designed to be more transparent by displaying which expert answered which part of the question, and by presenting the intermediate steps taken and not just the black-box response",https://www.ai21.com/blog/easyway-case-study,7
Your Turn,https://www.ai21.com/blog/easyway-case-study,7
"That's it, you get the picture. The use cases above give you a sense for some things you could do with Jurassic-X, but now it's your turn. A MRKL system such as Jurassic-X is as flexible as your imagination. What do you want to accomplish? Contact us for early access",https://www.ai21.com/blog/easyway-case-study,8
Contact us below and we will get back to you shortly.,https://www.ai21.com/blog/easyway-case-study,9
Thank you!,https://www.ai21.com/blog/easyway-case-study,9
Your submission has been received!,https://www.ai21.com/blog/easyway-case-study,9
Oops! Something went wrong while submitting the form.,https://www.ai21.com/blog/easyway-case-study,9
Related Articles,https://www.ai21.com/blog/easyway-case-study,5
AI21 Labs’ Summarize API Outperforms OpenAI's Models in Human Evaluation,https://www.ai21.com/blog/easyway-case-study,9
"The performance of AI21 Labs’ Summarize API was evaluated against GPT's Davinci-003 and GPT-3.5-Turbo models, using automated metrics and human evaluation. Summarize API produces shorter summaries with higher pass rates and better faithfulness scores in all experiments utilizing real-world data.",https://www.ai21.com/blog/easyway-case-study,10
"AI21 Labs partners with Amazon to offer top-performing, easily accessible foundation models",https://www.ai21.com/blog/easyway-case-study,9
"AI21 Labs is extremely proud to announce a new strategic partnership with Amazon’s Bedrock, a new service offering customers an accessible way to build generative AI-powered apps via pre-trained models.",https://www.ai21.com/blog/easyway-case-study,10
Production-ready APIs,https://www.ai21.com/studio/task-specific-apis,9
"Get up and running with one API call. Integrate AI into your app for reading and writing tasks, no NLP experience required.",https://www.ai21.com/studio/task-specific-apis,8
Get Started,https://www.ai21.com/studio/task-specific-apis,10
Contact us,https://www.ai21.com/studio/task-specific-apis,10
Integrate with your favorite stack in 3 lines of code,https://www.ai21.com/studio/task-specific-apis,9
Start Building - It’s Free,https://www.ai21.com/studio/task-specific-apis,8
Log in,https://www.ai21.com/studio/task-specific-apis,8
Terms of use,https://www.ai21.com/studio/task-specific-apis,8
Privacy Policy,https://www.ai21.com/studio/task-specific-apis,8
Case studies,https://www.ai21.com/studio/task-specific-apis,8
Stay updated,https://www.ai21.com/studio/task-specific-apis,9
Your submission has been received!,https://www.ai21.com/studio/task-specific-apis,9
Thank you!,https://www.ai21.com/studio/task-specific-apis,10
Oops! Something went wrong while submitting the form.,https://www.ai21.com/studio/task-specific-apis,9
94 employees.,https://www.ai21.com/blog/harambee-case-study,10
Each employee got 7000 stocks,https://www.ai21.com/blog/harambee-case-study,10
(No answer provided),https://www.ai21.com/blog/harambee-case-study,10
X= 655400/94,https://www.ai21.com/blog/harambee-case-study,10
"Jurassic-X can answer non-trivial math operations which are phrased in natural language, made possible by the combination of a language model and a calculator",https://www.ai21.com/blog/harambee-case-study,7
"Solving simple questions might require multiple steps, for example - “Do more people live in Tel Aviv or in Berlin?” requires answering: i. What is the population of Tel-Aviv? ii. What is the population of Berlin? iii. Which is larger? This is a highly non-trivial process for a language model, and language models fail to answer this question (see example). Moreover, the user can’t know the process leading to the answers, hence is unable to trust them. Jurassic-X can decompose such problems into the basic questions, route each to the relevant expert, and put together an answer in free language. Importantly, Jurassic-X not only provides the correct answer but also displays the steps taken to reach it, increasing the trust in the system.",https://www.ai21.com/blog/harambee-case-study,8
Do more people live in Tel Aviv or in Berlin?,https://www.ai21.com/blog/harambee-case-study,7
There are more people living in Tel Aviv than in Berlin.,https://www.ai21.com/blog/harambee-case-study,10
Berlin and Tel Aviv are roughly the same size,https://www.ai21.com/blog/harambee-case-study,10
(First hit is a comparison between Tel Aviv and Berlin),https://www.ai21.com/blog/harambee-case-study,10
More people live in Berlin than in Tel-Aviv,https://www.ai21.com/blog/harambee-case-study,10
"Announcing the launch of Jurassic-2, the latest generation of AI21 Studio’s foundation models, a game-changer in the field of AI, with top-tier quality and new capabilities. And that's not all - we're also releasing our task-specific APIs, with plug-and-play reading and writing capabilities that outperform competitors.",https://www.ai21.com/category/announcements,11
Introducing J1-Grande!,https://www.ai21.com/category/announcements,10
"AI21 Studio releases Grande, a high-quality, affordable language model at the convenient size of 17B parameters.",https://www.ai21.com/category/announcements,11
Jurassic-X: Crossing the neuro-symbolic chasm with the MRKL system,https://www.ai21.com/category/announcements,10
"We present the next evolution in natural language processing – the Modular Reasoning, Knowledge and Language (MRKL, pronounced “miracle”) system – and Jurassic-X, AI21 Labs’ implementation of it. MRKL systems include one or more language models, and augment them with external knowledge sources as well as symbolic reasoning experts that can handle tasks that lie beyond the reach of neural models.",https://www.ai21.com/category/announcements,11
Introducing Wordtune Read,https://www.ai21.com/category/announcements,10
AI21 Labs newest product joins its writing counterpart to tackle information overload & help everyone read more productively,https://www.ai21.com/category/announcements,11
Announcing AI21 Studio and Jurassic-1 language models,https://www.ai21.com/category/announcements,10
"AI21 Labs’ new developer platform offers instant access to our 178B-parameter language model, to help you build sophisticated text-based AI applications at scale",https://www.ai21.com/category/announcements,11
Wordtune Read,https://www.ai21.com/category/announcements,9
AI21 Studio,https://www.ai21.com/category/announcements,9
About Us,https://www.ai21.com/category/announcements,9
Contact Us,https://www.ai21.com/category/announcements,9
Email Us,https://www.ai21.com/category/announcements,10
"All Rights Reserved © AI21 Labs, 2023",https://www.ai21.com/category/announcements,6
Terms of Use,https://www.ai21.com/category/announcements,8
Privacy Policy,https://www.ai21.com/category/announcements,8
Current state of AI - challenges and opportunities,https://www.ai21.com/blog/current-state-of-ai,8
MRKL Whitepaper,https://www.ai21.com/blog/current-state-of-ai,9
Paper: Standing on the Shoulders of Giant Language Models,https://www.ai21.com/blog/current-state-of-ai,9
Try for yourself,https://www.ai21.com/blog/current-state-of-ai,9
Contact us for early access,https://www.ai21.com/blog/current-state-of-ai,9
What is a MRKL system?,https://www.ai21.com/blog/current-state-of-ai,8
"In August 2021 we released Jurassic-1, a 178B-parameter autoregressive language model. We’re thankful for the reception it got – over 10,000 developers signed up, and hundreds of commercial applications are in various stages of development. Mega models such as Jurassic-1, GPT-3 and others are indeed amazing, and open up exciting opportunities. But these models are also inherently limited. They can’t access your company database, don’t have access to current information (for example, latest COVID numbers or dollar-euro exchange rate), can’t reason (for example, their arithmetic capabilities don’t come close to that of an HP calculator from the 1970s), and are prohibitively expensive to update. A MRKL system such as Jurassic-X enjoys all the advantages of mega language models, with none of these disadvantages. Here’s how it works.",https://www.ai21.com/blog/current-state-of-ai,8
"Compositive multi-expert problem: the list of “Green energy companies” is routed to Wiki API, “last month” dates are extracted from the calendar and “share prices” from the database. The “largest increase“ is computed by the calculator and finally, the answer is formatted by the language model.",https://www.ai21.com/blog/current-state-of-ai,7
"There are of course many details and challenges in making all this work - training the discrete experts, smoothing the interface between them and the neural network, routing among the different modules, and more. To get a deeper sense for MRKL systems, how they fit in the technology landscape, and some of the technical challenges in implementing them, see our MRKL paper. For a deeper technical look at how to handle one of the implementation challenges, namely avoiding model explosion, see our paper on leveraging frozen mega LMs.",https://www.ai21.com/blog/current-state-of-ai,8
A further look at the advantages of Jurassic-X,https://www.ai21.com/blog/current-state-of-ai,8
"Even without diving into technical details, it’s easy to get a sense for the advantages of Jurassic-X. Here are some of the capabilities it offers, and how these can be used for practical applications.",https://www.ai21.com/blog/current-state-of-ai,8
Reading and updating your databases in free language,https://www.ai21.com/blog/current-state-of-ai,10
AI-assisted content generation on current affairs,https://www.ai21.com/blog/current-state-of-ai,10
Performing simple and complex math operations.,https://www.ai21.com/blog/current-state-of-ai,10
Decomposing multi-step problems,https://www.ai21.com/blog/current-state-of-ai,10
"Access to continuously changing information (weather, currency exchange rates)",https://www.ai21.com/blog/current-state-of-ai,10
Transparency and trust,https://www.ai21.com/blog/current-state-of-ai,10
Reading and updating your database in free language,https://www.ai21.com/blog/current-state-of-ai,8
"Language models are closed boxes which you can use, but not change. However, in many practical cases you would want to use the power of a language model to analyze information you possess - the supplies in your store, your company’s payroll, the grades in your school and more. Jurassic-X can connect to your databases so that you can ‘talk’ to your data to explore what you need-  “Find the cheapest Shampoo that has a rosy smell”, “Which computing stock increased the most in the last week?” and more. Furthermore, our system also enables joining several databases, and has the ability to update your database using free language (see figure below).",https://www.ai21.com/blog/current-state-of-ai,8
"Jurassic-X enables you to plug in YOUR company's database (inventories, salary sheets, etc.) and extract information using free language",https://www.ai21.com/blog/current-state-of-ai,7
AI-assisted text generation on current affairs,https://www.ai21.com/blog/current-state-of-ai,8
Case study,https://www.ai21.com/blog/easyway-case-study,9
How Easyway Uses AI-Powered Chat to Automate Communication for Luxury Hotels,https://www.ai21.com/blog/easyway-case-study,9
"Learn how Easyway, a guest relationship management platform, used AI21 Labs LLM to streamline their operation and improve guest communications.",https://www.ai21.com/blog/easyway-case-study,10
Case study,https://www.ai21.com/blog/easyway-case-study,9
Unleashing the Power of AI in Game Development: How Ubisoft Scaled Content Production,https://www.ai21.com/blog/easyway-case-study,9
"Learn how Ubisoft utilizes AI21 Labs to automate tedious tasks and enhance their game creation process, all while maintaining their creative vision.",https://www.ai21.com/blog/easyway-case-study,10
Wordtune Read,https://www.ai21.com/blog/easyway-case-study,8
AI21 Studio,https://www.ai21.com/blog/easyway-case-study,8
About Us,https://www.ai21.com/blog/easyway-case-study,8
Contact Us,https://www.ai21.com/blog/easyway-case-study,8
Email Us,https://www.ai21.com/blog/easyway-case-study,9
"All Rights Reserved © AI21 Labs, 2023",https://www.ai21.com/blog/easyway-case-study,5
Terms of Use,https://www.ai21.com/blog/easyway-case-study,7
Privacy Policy,https://www.ai21.com/blog/easyway-case-study,7
"[‘Return population of Tel Aviv’; Return population of Berlin’; Return which is bigger between #1 and #2’]Step 1: Population of Tel Aviv. Result - 451523.Step 1: Population of Berlin. Result - 3664088.Step 3: Which is bigger,  #1 or #2. Result - Berlin.",https://www.ai21.com/blog/harambee-case-study,8
"Jurassic-X breaks down compositional questions, answers the basic sub-questions, and puts together the answer. Importantly, this process is transparent to the user greatly increasing the trust in the system",https://www.ai21.com/blog/harambee-case-study,7
Dynamic information (like weather and currency exchange rates),https://www.ai21.com/blog/harambee-case-study,8
"Certain types of information change continuously - weather, currency exchange rates, share values and more. Such information will never be captured by language models, yet can easily be handled by Jurassic-X by integrating it with a reliable source of information. We performed a proof-of-concept on two such features - weather and currency exchange rates, and the design enables quick integration with more sources to solve your use-case.Weather - a loosely phrased question about the weather elicits an answer from all language models, where language models always return the same answer, regardless of when the question was asked (funny, right?), while Jurassic-X provides an answer based on the actual weather prediction.",https://www.ai21.com/blog/harambee-case-study,8
I’m going to be in New-York in 3 days. Should I pack my umbrella?,https://www.ai21.com/blog/harambee-case-study,7
"Yes, you should pack your umbrella.",https://www.ai21.com/blog/harambee-case-study,10
"Yes, you should. The weather forecast is rain.",https://www.ai21.com/blog/harambee-case-study,10
(Links to weather websites),https://www.ai21.com/blog/harambee-case-study,10
"Yes, you should pack your umbrella, because in New York in 3 days there will be broken clouds and the temperature will be -2 degrees.",https://www.ai21.com/blog/harambee-case-study,10
"Currency exchange rates change much faster than weather predictions, yet the Jurassic-X concept - a language model connected to a reliable source of information - easily solves this problem as well.",https://www.ai21.com/blog/harambee-case-study,8
How much Moroccan money will I get for 100 bucks?,https://www.ai21.com/blog/harambee-case-study,7
125 dirhams,https://www.ai21.com/blog/harambee-case-study,10
100 moroccan dirhams is about 27$.,https://www.ai21.com/blog/harambee-case-study,10
How much is 100 dollars in moroccan money?,https://www.ai21.com/blog/harambee-case-study,10
"Language models can generate text, yet can not be used to create text on current affairs, because their vast knowledge (historic dates, world leaders and more) represents the world as it was when they were trained. This is clearly (and somewhat embarrassingly) demonstrated when three of the world’s leading language models (including our own Jurassic-1) still claim Donald Trump is the US president more than a year after Joe Biden was sworn into office. Jurassic-X solves this problem by simply plugging into resources such as Wikidata, providing it with continuous access to up-to-date knowledge. This opens up a new avenue for AI-assisted text generation on current affairs.",https://www.ai21.com/blog/current-state-of-ai,8
Who is the president of the United States?,https://www.ai21.com/blog/current-state-of-ai,7
Donald Trump,https://www.ai21.com/blog/current-state-of-ai,10
Donald Trump,https://www.ai21.com/blog/current-state-of-ai,10
Donald Trump,https://www.ai21.com/blog/current-state-of-ai,10
Joe Biden,https://www.ai21.com/blog/current-state-of-ai,10
Joe Biden is the,https://www.ai21.com/blog/current-state-of-ai,10
46th and current,https://www.ai21.com/blog/current-state-of-ai,10
Jurassic-X can assist in text generation on up-to-date events by combining a powerful language model with access to Wikidata,https://www.ai21.com/blog/current-state-of-ai,7
Performing math operations,https://www.ai21.com/blog/current-state-of-ai,8
"A 6 year old child learns math from rules, not only by memorizing examples. In contrast, language models are designed to learn from examples, and consequently are able to solve very basic math like 1-, 2-, and possibly 3- digit addition, but struggle with anything more complex. With increased training time, better data and larger models, the performance will improve, but will not reach the robustness of an HP calculator from the 1970s. Jurassic-X takes a different approach and calls upon a calculator whenever a math problem is identified by the router. The problem can be phrased in natural language and is converted by the language model to the format required by the calculator (numbers and math operations). The computation is performed and the answer is converted back into free language. Importantly (see example below) the process is made transparent to the user by revealing the computation performed, thus increasing the trust in the system. In contrast, language models provide answers which might seem reasonable, but are wrong, making them impractical to use.",https://www.ai21.com/blog/current-state-of-ai,8
The company had 655400 shares which they divided equally among 94 employees. How many did each employee get?,https://www.ai21.com/blog/current-state-of-ai,7
94 employees.,https://www.ai21.com/blog/current-state-of-ai,10
Each employee got 7000 stocks,https://www.ai21.com/blog/current-state-of-ai,10
(No answer provided),https://www.ai21.com/blog/current-state-of-ai,10
Build a CV profile generator using AI21 Studio,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,3
AI21 Studio,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,10
Natural language understanding as the next frontier,https://www.ai21.com/blog/natural-language-as-next-frontier,3
AI21 Studio,https://www.ai21.com/blog/natural-language-as-next-frontier,10
100 dirhams = 10.75 dollars,https://www.ai21.com/blog/harambee-case-study,10
100 USD = 934.003 MAD,https://www.ai21.com/blog/harambee-case-study,10
"Jurassic-X combines a language model with access to APIs with continuously changing information. This is demonstrated for weather forecasts and currency exchange rates, and can easily be extended to other information sources",https://www.ai21.com/blog/harambee-case-study,7
Transparency and trust,https://www.ai21.com/blog/harambee-case-study,8
"Transparency is a critical element that is lacking in language models, preventing a much wider adoption of these models. This lack of transparency is demonstrated by the answers to the question - “Was Clinton ever elected as president of the United States?”. The answer, of course, depends on which Clinton you have in mind, which is only made clear by Jurassic-X that has a component for disambiguation. More examples of Jurassic-X’s transparency were demonstrated above - displaying the math operation performed to the user, and the answer to the simple sub-questions in the multi-step setting.",https://www.ai21.com/blog/harambee-case-study,8
Was Clinton ever elected president of the United States?,https://www.ai21.com/blog/harambee-case-study,7
"No, Clinton was never elected as president of the United States.",https://www.ai21.com/blog/harambee-case-study,10
Clinton was elected president in the 1992 presidential elections…,https://www.ai21.com/blog/harambee-case-study,10
Bill Clinton was elected president.,https://www.ai21.com/blog/harambee-case-study,10
"Jurassic-X is designed to be more transparent by displaying which expert answered which part of the question, and by presenting the intermediate steps taken and not just the black-box response",https://www.ai21.com/blog/harambee-case-study,7
Your Turn,https://www.ai21.com/blog/harambee-case-study,7
"That's it, you get the picture. The use cases above give you a sense for some things you could do with Jurassic-X, but now it's your turn. A MRKL system such as Jurassic-X is as flexible as your imagination. What do you want to accomplish? Contact us for early access",https://www.ai21.com/blog/harambee-case-study,8
Contact us below and we will get back to you shortly.,https://www.ai21.com/blog/harambee-case-study,9
X= 655400/94,https://www.ai21.com/blog/current-state-of-ai,10
"Jurassic-X can answer non-trivial math operations which are phrased in natural language, made possible by the combination of a language model and a calculator",https://www.ai21.com/blog/current-state-of-ai,7
"Solving simple questions might require multiple steps, for example - “Do more people live in Tel Aviv or in Berlin?” requires answering: i. What is the population of Tel-Aviv? ii. What is the population of Berlin? iii. Which is larger? This is a highly non-trivial process for a language model, and language models fail to answer this question (see example). Moreover, the user can’t know the process leading to the answers, hence is unable to trust them. Jurassic-X can decompose such problems into the basic questions, route each to the relevant expert, and put together an answer in free language. Importantly, Jurassic-X not only provides the correct answer but also displays the steps taken to reach it, increasing the trust in the system.",https://www.ai21.com/blog/current-state-of-ai,8
Do more people live in Tel Aviv or in Berlin?,https://www.ai21.com/blog/current-state-of-ai,7
There are more people living in Tel Aviv than in Berlin.,https://www.ai21.com/blog/current-state-of-ai,10
Berlin and Tel Aviv are roughly the same size,https://www.ai21.com/blog/current-state-of-ai,10
(First hit is a comparison between Tel Aviv and Berlin),https://www.ai21.com/blog/current-state-of-ai,10
More people live in Berlin than in Tel-Aviv,https://www.ai21.com/blog/current-state-of-ai,10
"[‘Return population of Tel Aviv’; Return population of Berlin’; Return which is bigger between #1 and #2’]Step 1: Population of Tel Aviv. Result - 451523.Step 1: Population of Berlin. Result - 3664088.Step 3: Which is bigger,  #1 or #2. Result - Berlin.",https://www.ai21.com/blog/current-state-of-ai,8
"Jurassic-X breaks down compositional questions, answers the basic sub-questions, and puts together the answer. Importantly, this process is transparent to the user greatly increasing the trust in the system",https://www.ai21.com/blog/current-state-of-ai,7
Dynamic information (like weather and currency exchange rates),https://www.ai21.com/blog/current-state-of-ai,8
"Certain types of information change continuously - weather, currency exchange rates, share values and more. Such information will never be captured by language models, yet can easily be handled by Jurassic-X by integrating it with a reliable source of information. We performed a proof-of-concept on two such features - weather and currency exchange rates, and the design enables quick integration with more sources to solve your use-case.Weather - a loosely phrased question about the weather elicits an answer from all language models, where language models always return the same answer, regardless of when the question was asked (funny, right?), while Jurassic-X provides an answer based on the actual weather prediction.",https://www.ai21.com/blog/current-state-of-ai,8
I’m going to be in New-York in 3 days. Should I pack my umbrella?,https://www.ai21.com/blog/current-state-of-ai,7
"Yes, you should pack your umbrella.",https://www.ai21.com/blog/current-state-of-ai,10
Wordtune Read,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,10
Ask RBG,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,10
Start building,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,7
Build a CV profile generator using AI21 Studio,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"In just a few minutes, you can transform an idea into a working and integrated application using AI21 Studio",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"Can a machine automatically generate a paragraph of fluent text? Not so long ago, the answer to this question was ‘No!’. Today, thanks to large language models, practitioners with different levels of expertise can build applications that generate useful text for marketing, content writing and more.",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"Hold on tight, because in this blog post we’re going to go from an idea to a completely new text generation feature that you can ship immediately. Ready to get started?",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
"Suppose you're building a job marketplace app or a personnel recruitment platform. You probably have a feature that lets candidates upload their CV to your system. Those CVs aren't always stellar. For example, many of them lack a profile section - a short paragraph that highlights the candidate’s background, skills and ambitions. Luckily, you can use AI21 Studio to help your users by auto-generating a CV profile for them. This is just one example of short-form content generation, where language models are used to draft text up to a paragraph long (more examples are in the summary).",https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
In this post we'll build a CV profile generator that you can integrate into your application or website in just a few minutes of work.,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
Step 1: Define the problem,https://www.ai21.com/blog/building-cv-profile-generator-using-ai21-studio,6
